firstAuthor,accessionId,reportedTrait,Samplesize,summaryStatistics
Chen Y,GCST90200775,Serine to pyruvate ratio,8235,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200775/GCST90200775_buildGRCh38.tsv.gz
Chen Y,GCST90200776,Glutamate to glutamine ratio,8228,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200776/GCST90200776_buildGRCh38.tsv.gz
Chen Y,GCST90200777,Uridine to cytidine ratio,7705,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200777/GCST90200777_buildGRCh38.tsv.gz
Chen Y,GCST90200778,Pyruvate to 3-methyl-2-oxobutyrate ratio,8193,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200778/GCST90200778_buildGRCh38.tsv.gz
Chen Y,GCST90200779,Pyruvate to N-acetylneuraminate ratio,8194,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200779/GCST90200779_buildGRCh38.tsv.gz
Chen Y,GCST90200780,Alanine to pyruvate ratio,8250,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200780/GCST90200780_buildGRCh38.tsv.gz
Chen Y,GCST90200781,Glucose to maltose ratio,6308,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200781/GCST90200781_buildGRCh38.tsv.gz
Chen Y,GCST90200782,Mannose to trans-4-hydroxyproline ratio,8194,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200782/GCST90200782_buildGRCh38.tsv.gz
Chen Y,GCST90200783,Mannose to S-methylcysteine ratio,8182,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200783/GCST90200783_buildGRCh38.tsv.gz
Chen Y,GCST90200784,Glutamate to cysteine ratio,8199,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200784/GCST90200784_buildGRCh38.tsv.gz
Chen Y,GCST90200785,Cysteine to 5-oxoproline ratio,8203,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200785/GCST90200785_buildGRCh38.tsv.gz
Chen Y,GCST90200786,Cysteine to alanine ratio,8220,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200786/GCST90200786_buildGRCh38.tsv.gz
Chen Y,GCST90200787,Glutamine to asparagine ratio,8251,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200787/GCST90200787_buildGRCh38.tsv.gz
Chen Y,GCST90200788,5-oxoproline to citrate ratio,8256,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200788/GCST90200788_buildGRCh38.tsv.gz
Chen Y,GCST90200789,Alpha-tocopherol to sulfate ratio,8201,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200789/GCST90200789_buildGRCh38.tsv.gz
Chen Y,GCST90200790,Thyroxine to taurocholate ratio,7615,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200790/GCST90200790_buildGRCh38.tsv.gz
Chen Y,GCST90200791,Creatine to carnitine ratio,8235,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200791/GCST90200791_buildGRCh38.tsv.gz
Chen Y,GCST90200792,Carnitine to palmitoylcarnitine (C16) ratio,8146,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200792/GCST90200792_buildGRCh38.tsv.gz
Chen Y,GCST90200793,Glycolithocholate to glycolithocholate sulfate ratio,7043,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200793/GCST90200793_buildGRCh38.tsv.gz
Chen Y,GCST90200794,Oleoyl-linoleoyl-glycerol (18:1 to 18:2) [2] to linoleoyl-arachidonoyl-glycerol (18:2 to 20:4) [1] ratio,7620,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200794/GCST90200794_buildGRCh38.tsv.gz
Chen Y,GCST90200795,Oleoyl-linoleoyl-glycerol (18:1 to 18:2) [2] to linoleoyl-arachidonoyl-glycerol (18:2 to 20:4) [2] ratio,7615,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200795/GCST90200795_buildGRCh38.tsv.gz
Chen Y,GCST90200796,Spermidine to (N(1) + N(8))-acetylspermidine ratio,7287,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200796/GCST90200796_buildGRCh38.tsv.gz
Chen Y,GCST90200797,Spermidine to N-acetylputrescine ratio,7299,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200797/GCST90200797_buildGRCh38.tsv.gz
Chen Y,GCST90200798,Dopamine 4-sulfate to dopamine 3-O-sulfate ratio,6840,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200798/GCST90200798_buildGRCh38.tsv.gz
Chen Y,GCST90200799,Spermidine to adenosine 5'-diphosphate (ADP) ratio,4195,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200799/GCST90200799_buildGRCh38.tsv.gz
Chen Y,GCST90200800,Spermidine to histidine ratio,7297,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200800/GCST90200800_buildGRCh38.tsv.gz
Chen Y,GCST90200801,5-methylthioadenosine (MTA) to phosphate ratio,8261,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200801/GCST90200801_buildGRCh38.tsv.gz
Chen Y,GCST90200802,Histidine to pyruvate ratio,8241,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200802/GCST90200802_buildGRCh38.tsv.gz
Chen Y,GCST90200803,Spermidine to phosphate ratio,7382,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200803/GCST90200803_buildGRCh38.tsv.gz
Chen Y,GCST90200804,Spermidine to pyruvate ratio,7296,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200804/GCST90200804_buildGRCh38.tsv.gz
Chen Y,GCST90200805,Spermidine to carnitine ratio,7338,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200805/GCST90200805_buildGRCh38.tsv.gz
Chen Y,GCST90200806,Spermidine to ergothioneine ratio,7291,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200806/GCST90200806_buildGRCh38.tsv.gz
Chen Y,GCST90200807,Carnitine to ergothioneine ratio,8110,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200807/GCST90200807_buildGRCh38.tsv.gz
Chen Y,GCST90200808,Spermidine to choline ratio,7295,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200808/GCST90200808_buildGRCh38.tsv.gz
Chen Y,GCST90200809,Spermidine to taurocholate ratio,6777,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200809/GCST90200809_buildGRCh38.tsv.gz
Chen Y,GCST90200810,Alpha-ketoglutarate to kynurenine ratio,8272,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200810/GCST90200810_buildGRCh38.tsv.gz
Chen Y,GCST90200811,Choline to taurocholate ratio,7625,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200811/GCST90200811_buildGRCh38.tsv.gz
Chen Y,GCST90200812,Glutamate to kynurenine ratio,8184,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200812/GCST90200812_buildGRCh38.tsv.gz
Chen Y,GCST90200813,Ornithine to glutamate ratio,8202,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200813/GCST90200813_buildGRCh38.tsv.gz
Chen Y,GCST90200814,Alpha-ketoglutarate to ornithine ratio,8273,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200814/GCST90200814_buildGRCh38.tsv.gz
Chen Y,GCST90200815,3-hydroxyisobutyrate to adenosine 5'-diphosphate (ADP) ratio,4488,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200815/GCST90200815_buildGRCh38.tsv.gz
Chen Y,GCST90200816,Alpha-ketoglutarate to aspartate ratio,8272,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200816/GCST90200816_buildGRCh38.tsv.gz
Chen Y,GCST90200817,3-hydroxyisobutyrate to phosphate ratio,8170,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200817/GCST90200817_buildGRCh38.tsv.gz
Chen Y,GCST90200818,Adenosine 5'-diphosphate (ADP) to glycerate ratio,4544,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200818/GCST90200818_buildGRCh38.tsv.gz
Chen Y,GCST90200819,3-phosphoglycerate to glycerate ratio,8101,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200819/GCST90200819_buildGRCh38.tsv.gz
Chen Y,GCST90200820,Adenosine 5'-diphosphate (ADP) to valine ratio,4608,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200820/GCST90200820_buildGRCh38.tsv.gz
Chen Y,GCST90200821,Adenosine 5'-diphosphate (ADP) to glycine ratio,4577,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200821/GCST90200821_buildGRCh38.tsv.gz
Chen Y,GCST90200822,Phosphate to valine ratio,8277,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200822/GCST90200822_buildGRCh38.tsv.gz
Chen Y,GCST90200823,Adenosine 5'-diphosphate (ADP) to N-palmitoyl-sphingosine (d18:1 to 16:0) ratio,4561,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200823/GCST90200823_buildGRCh38.tsv.gz
Chen Y,GCST90200824,Adenosine 5'-diphosphate (ADP) to sulfate ratio,4570,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200824/GCST90200824_buildGRCh38.tsv.gz
Chen Y,GCST90200825,Phosphate to sulfate ratio,8211,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200825/GCST90200825_buildGRCh38.tsv.gz
Chen Y,GCST90200826,Glycine to phosphate ratio,8271,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200826/GCST90200826_buildGRCh38.tsv.gz
Chen Y,GCST90200827,Phosphate to N-palmitoyl-sphingosine (d18:1 to 16:0) ratio,8223,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200827/GCST90200827_buildGRCh38.tsv.gz
Chen Y,GCST90200828,"Cholate to bilirubin (Z,Z) ratio",7747,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200828/GCST90200828_buildGRCh38.tsv.gz
Chen Y,GCST90200829,"Bilirubin (Z,Z) to taurocholate ratio",7620,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200829/GCST90200829_buildGRCh38.tsv.gz
Chen Y,GCST90200830,"Cholate to adenosine 3',5'-cyclic monophosphate (cAMP) ratio",6359,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200830/GCST90200830_buildGRCh38.tsv.gz
Chen Y,GCST90200831,Cholate to phosphate ratio,7742,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200831/GCST90200831_buildGRCh38.tsv.gz
Chen Y,GCST90200832,Adenosine 5'-diphosphate (ADP) to citrate ratio,4567,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200832/GCST90200832_buildGRCh38.tsv.gz
Chen Y,GCST90200833,Cholate to adenosine 5'-monophosphate (AMP) ratio,7769,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200833/GCST90200833_buildGRCh38.tsv.gz
Chen Y,GCST90200834,Adenosine 5'-diphosphate (ADP) to glycerol 3-phosphate ratio,4588,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200834/GCST90200834_buildGRCh38.tsv.gz
Chen Y,GCST90200835,Adenosine 5'-diphosphate (ADP) to glycerol ratio,4575,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200835/GCST90200835_buildGRCh38.tsv.gz
Chen Y,GCST90200836,Glycerol to glycerol 3-phosphate ratio,8188,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200836/GCST90200836_buildGRCh38.tsv.gz
Chen Y,GCST90200837,Adenosine 5'-diphosphate (ADP) to glutamate ratio,4556,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200837/GCST90200837_buildGRCh38.tsv.gz
Chen Y,GCST90200838,Phosphate to glutamate ratio,8211,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200838/GCST90200838_buildGRCh38.tsv.gz
Chen Y,GCST90200839,Adenosine 5'-diphosphate (ADP) to aspartate ratio,4563,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200839/GCST90200839_buildGRCh38.tsv.gz
Chen Y,GCST90200840,Adenosine 5'-diphosphate (ADP) to flavin adenine dinucleotide (FAD) ratio,3441,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200840/GCST90200840_buildGRCh38.tsv.gz
Chen Y,GCST90200841,Adenosine 5'-diphosphate (ADP) to oxalate (ethanedioate) ratio,4556,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200841/GCST90200841_buildGRCh38.tsv.gz
Chen Y,GCST90200842,Citrate to oxalate (ethanedioate) ratio,8097,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200842/GCST90200842_buildGRCh38.tsv.gz
Chen Y,GCST90200843,Adenosine 5'-monophosphate (AMP) to flavin adenine dinucleotide (FAD) ratio,6188,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200843/GCST90200843_buildGRCh38.tsv.gz
Chen Y,GCST90200844,Aspartate to phosphate ratio,8297,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200844/GCST90200844_buildGRCh38.tsv.gz
Chen Y,GCST90200845,Adenosine 5'-monophosphate (AMP) to citrate ratio,8193,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200845/GCST90200845_buildGRCh38.tsv.gz
Chen Y,GCST90200846,Phenylalanine to phosphate ratio,8294,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200846/GCST90200846_buildGRCh38.tsv.gz
Chen Y,GCST90200847,Phosphate to tryptophan ratio,8206,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200847/GCST90200847_buildGRCh38.tsv.gz
Chen Y,GCST90200848,Adenosine 5'-monophosphate (AMP) to glutamine ratio,8196,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200848/GCST90200848_buildGRCh38.tsv.gz
Chen Y,GCST90200849,Adenosine 5'-monophosphate (AMP) to threonine ratio,8173,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200849/GCST90200849_buildGRCh38.tsv.gz
Chen Y,GCST90200850,Adenosine 5'-monophosphate (AMP) to tryptophan ratio,8180,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200850/GCST90200850_buildGRCh38.tsv.gz
Chen Y,GCST90200851,Adenosine 5'-monophosphate (AMP) to glycine ratio,8195,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200851/GCST90200851_buildGRCh38.tsv.gz
Chen Y,GCST90200852,Adenosine 5'-monophosphate (AMP) to arginine ratio,8185,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200852/GCST90200852_buildGRCh38.tsv.gz
Chen Y,GCST90200853,Adenosine 5'-monophosphate (AMP) to tyrosine ratio,8193,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200853/GCST90200853_buildGRCh38.tsv.gz
Chen Y,GCST90200854,Arginine to phosphate ratio,8297,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200854/GCST90200854_buildGRCh38.tsv.gz
Chen Y,GCST90200855,Phosphate to threonine ratio,8226,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200855/GCST90200855_buildGRCh38.tsv.gz
Chen Y,GCST90200856,Phosphate to glutamine ratio,8258,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200856/GCST90200856_buildGRCh38.tsv.gz
Chen Y,GCST90200857,Adenosine 5'-monophosphate (AMP) to aspartate ratio,8205,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200857/GCST90200857_buildGRCh38.tsv.gz
Chen Y,GCST90200858,Phosphate to tyrosine ratio,8226,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200858/GCST90200858_buildGRCh38.tsv.gz
Chen Y,GCST90200859,Adenosine 5'-monophosphate (AMP) to asparagine ratio,8188,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200859/GCST90200859_buildGRCh38.tsv.gz
Chen Y,GCST90200860,Adenosine 5'-monophosphate (AMP) to serine ratio,8194,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200860/GCST90200860_buildGRCh38.tsv.gz
Chen Y,GCST90200861,Histidine to phosphate ratio,8294,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200861/GCST90200861_buildGRCh38.tsv.gz
Chen Y,GCST90200862,Adenosine 5'-monophosphate (AMP) to methionine ratio,8194,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200862/GCST90200862_buildGRCh38.tsv.gz
Chen Y,GCST90200863,Phosphate to serine ratio,8226,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200863/GCST90200863_buildGRCh38.tsv.gz
Chen Y,GCST90200864,Methionine to phosphate ratio,8291,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200864/GCST90200864_buildGRCh38.tsv.gz
Chen Y,GCST90200865,Adenosine 5'-monophosphate (AMP) to histidine ratio,8180,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200865/GCST90200865_buildGRCh38.tsv.gz
Chen Y,GCST90200866,phosphate to asparagine ratio,8249,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200866/GCST90200866_buildGRCh38.tsv.gz
Chen Y,GCST90200867,Adenosine 5'-monophosphate (AMP) to isoleucine ratio,8200,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200867/GCST90200867_buildGRCh38.tsv.gz
Chen Y,GCST90200868,Isoleucine to phosphate ratio,8298,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200868/GCST90200868_buildGRCh38.tsv.gz
Chen Y,GCST90200869,Adenosine 5'-monophosphate (AMP) to valine ratio,8225,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200869/GCST90200869_buildGRCh38.tsv.gz
Chen Y,GCST90200870,Adenosine 5'-monophosphate (AMP) to acetoacetate ratio,6773,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200870/GCST90200870_buildGRCh38.tsv.gz
Chen Y,GCST90200871,Adenosine 5'-monophosphate (AMP) to cysteine ratio,8177,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200871/GCST90200871_buildGRCh38.tsv.gz
Chen Y,GCST90200872,Phosphate to cysteine ratio,8195,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200872/GCST90200872_buildGRCh38.tsv.gz
Chen Y,GCST90200873,Cortisol to 4-cholesten-3-one ratio,7027,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200873/GCST90200873_buildGRCh38.tsv.gz
Chen Y,GCST90200874,Cysteinylglycine to taurine ratio,8193,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200874/GCST90200874_buildGRCh38.tsv.gz
Chen Y,GCST90200875,Cysteinylglycine to glutamate ratio,8197,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200875/GCST90200875_buildGRCh38.tsv.gz
Chen Y,GCST90200876,Cortisone to 4-cholesten-3-one ratio,6971,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200876/GCST90200876_buildGRCh38.tsv.gz
Chen Y,GCST90200877,Taurine to glutamate ratio,8220,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200877/GCST90200877_buildGRCh38.tsv.gz
Chen Y,GCST90200878,Glutarate (C5-DC) to caprylate (8:0) ratio,7685,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200878/GCST90200878_buildGRCh38.tsv.gz
Chen Y,GCST90200879,Adenosine 5'-monophosphate (AMP) to glutamate ratio,8213,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200879/GCST90200879_buildGRCh38.tsv.gz
Chen Y,GCST90200880,Glutarate (C5-DC) to salicylate ratio,7684,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200880/GCST90200880_buildGRCh38.tsv.gz
Chen Y,GCST90200881,Aspartate to N-acetylglucosamine to N-acetylgalactosamine ratio,7899,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200881/GCST90200881_buildGRCh38.tsv.gz
Chen Y,GCST90200882,Aspartate to mannose ratio,8162,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200882/GCST90200882_buildGRCh38.tsv.gz
Chen Y,GCST90200883,Phosphate to acetoacetate ratio,6791,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200883/GCST90200883_buildGRCh38.tsv.gz
Chen Y,GCST90200884,Mannose to N-acetylglucosamine to N-acetylgalactosamine ratio,7907,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200884/GCST90200884_buildGRCh38.tsv.gz
Chen Y,GCST90200885,Phenylpyruvate to citrate ratio,8177,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200885/GCST90200885_buildGRCh38.tsv.gz
Chen Y,GCST90200886,Phenylpyruvate to 4-hydroxyphenylpyruvate ratio,7829,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200886/GCST90200886_buildGRCh38.tsv.gz
Chen Y,GCST90200887,Cholesterol to cortisol ratio,8211,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200887/GCST90200887_buildGRCh38.tsv.gz
Chen Y,GCST90200888,Citrate to 4-hydroxyphenylpyruvate ratio,7851,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200888/GCST90200888_buildGRCh38.tsv.gz
Chen Y,GCST90200889,Cholesterol to taurocholate ratio,7611,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200889/GCST90200889_buildGRCh38.tsv.gz
Chen Y,GCST90200890,Cortisol to taurocholate ratio,7610,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200890/GCST90200890_buildGRCh38.tsv.gz
Chen Y,GCST90200891,Salicylate to caprylate (8:0) ratio,8068,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200891/GCST90200891_buildGRCh38.tsv.gz
Chen Y,GCST90200892,Hypotaurine to taurine ratio,8157,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200892/GCST90200892_buildGRCh38.tsv.gz
Chen Y,GCST90200893,Taurine to cysteine ratio,8186,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200893/GCST90200893_buildGRCh38.tsv.gz
Chen Y,GCST90200894,Inosine to theophylline ratio,4662,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200894/GCST90200894_buildGRCh38.tsv.gz
Chen Y,GCST90200895,Hypotaurine to cysteine ratio,8134,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200895/GCST90200895_buildGRCh38.tsv.gz
Chen Y,GCST90200896,Inosine to EDTA ratio,4926,http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200896/GCST90200896_buildGRCh38.tsv.gz
